state,url_crosstab_1,url_crosstab_2,url_crosstab_3,url_crosstab_4,url_crosstab_5,url_crosstab_6,url_crosstab_7,url_crosstab_8,url_crosstab_9,url_crosstab_10,url_crosstab_11,url_crosstab_12,url_crosstab_13,url_crosstab_14,url_crosstab_15,url_crosstab_16,url_crosstab_17,url_crosstab_18,url_crosstab_19,url_crosstab_20,url_crosstab_21,url_crosstab_22,url_crosstab_23,url_crosstab_24,url_crosstab_25,url_crosstab_26,url_crosstab_27,url_crosstab_28,url_crosstab_29,url_crosstab_30,url_crosstab_31,url_crosstab_32,url_crosstab_33,url_crosstab_34,url_crosstab_35,url_crosstab_36,url_crosstab_37,url_crosstab_38,url_crosstab_39,url_crosstab_40,url_crosstab_41,url_crosstab_42,url_crosstab_43,url_crosstab_44,url_crosstab_45,url_crosstab_46,url_crosstab_47,url_crosstab_48,url_crosstab_49,url_crosstab_50,url_crosstab_51,url_crosstab_52,url_crosstab_53,url_crosstab_54,url_crosstab_55,url_crosstab_56,url_crosstab_57,url_crosstab_58,url_crosstab_59,url_crosstab_60,url_crosstab_61,url_crosstab_62,url_crosstab_63,url_crosstab_64,url_crosstab_65,url_crosstab_66,url_crosstab_67,url_crosstab_68,url_crosstab_69,url_crosstab_70,url_crosstab_71,url_crosstab_72,url_crosstab_73,url_crosstab_74,url_crosstab_75,url_crosstab_76,url_crosstab_77,url_crosstab_78,url_crosstab_79,url_crosstab_80,url_crosstab_81,url_crosstab_82,url_crosstab_83,url_crosstab_84,url_crosstab_85,url_crosstab_86,url_crosstab_87,url_crosstab_88,url_crosstab_89,url_crosstab_90,url_crosstab_91,url_crosstab_92,url_crosstab_93,url_crosstab_94,url_crosstab_95,url_crosstab_96,url_crosstab_97,url_crosstab_98,url_crosstab_99,url_crosstab_100,url_crosstab_101,url_crosstab_102,url_crosstab_103,url_crosstab_104,url_crosstab_105,url_crosstab_106,url_crosstab_107,url_crosstab_108,url_crosstab_109,url_crosstab_110,url_crosstab_111,url_crosstab_112,url_crosstab_113,url_crosstab_114,url_crosstab_115,url_crosstab_116,url_crosstab_117,url_crosstab_118,url_crosstab_119,url_crosstab_120,url_crosstab_121,url_crosstab_122,url_crosstab_123,url_crosstab_124,url_crosstab_125,url_crosstab_126,url_crosstab_127,url_crosstab_128,url_crosstab_129,url_crosstab_130,url_crosstab_131,url_crosstab_132,url_crosstab_133,url_crosstab_134,url_crosstab_135,url_crosstab_136,url_crosstab_137,url_crosstab_138,url_crosstab_139,url_crosstab_140,url_crosstab_141,url_crosstab_142,url_crosstab_143,url_crosstab_144,url_crosstab_145,url_crosstab_146,url_crosstab_147,url_crosstab_148,url_crosstab_149,url_crosstab_150,url_crosstab_151,url_crosstab_152,url_crosstab_153,url_crosstab_154,url_crosstab_155,url_crosstab_156,url_crosstab_157,url_crosstab_158,url_crosstab_159,url_crosstab_160,url_crosstab_161,url_crosstab_162,url_crosstab_163,url_crosstab_164,url_crosstab_165,url_crosstab_166,url_crosstab_167,url_crosstab_168,url_crosstab_169,url_crosstab_170,url_crosstab_171,url_crosstab_172,url_crosstab_173,url_crosstab_174,url_crosstab_175,url_crosstab_176,url_crosstab_177,url_crosstab_178,url_crosstab_179,url_crosstab_180,url_crosstab_181,url_crosstab_182,url_crosstab_183,url_crosstab_184,url_crosstab_185,url_crosstab_186,url_crosstab_187,url_crosstab_188,url_crosstab_189,url_crosstab_190,url_crosstab_191,url_crosstab_192,url_crosstab_193,url_crosstab_194,url_crosstab_195,url_crosstab_196,url_crosstab_197,url_crosstab_198,url_crosstab_199,url_crosstab_200,url_crosstab_201,url_crosstab_202,url_crosstab_203,url_crosstab_204,url_crosstab_205,url_crosstab_206,average_sample_size
Arizona,https://docs.google.com/spreadsheets/d/1FVfn-1oaLtOObkwACgt_Imsvf7jgVEdo/edit?gid=1864996370#gid=1864996370,https://docs.google.com/spreadsheets/d/1FVfn-1oaLtOObkwACgt_Imsvf7jgVEdo/edit?gid=1864996370#gid=1864996370,https://docs.google.com/spreadsheets/d/1SCRlpxhcTB3YCrLcbSAG_hdj6ZwTzl85/edit?gid=1322755984#gid=1322755984,https://docs.google.com/spreadsheets/d/1SCRlpxhcTB3YCrLcbSAG_hdj6ZwTzl85/edit?gid=1322755984#gid=1322755984,https://docs.google.com/spreadsheets/d/1avNPN-pqfUoYgdSHu8Icaa12kUyj7On8/edit?gid=82563413#gid=82563413,https://docs.google.com/spreadsheets/d/1avNPN-pqfUoYgdSHu8Icaa12kUyj7On8/edit?gid=82563413#gid=82563413,https://docs.google.com/spreadsheets/d/1zJrIOcXtzIRkaa34BDkxoVe9HY3stwFc/edit?gid=1704598980#gid=1704598980,https://docs.google.com/spreadsheets/d/1zJrIOcXtzIRkaa34BDkxoVe9HY3stwFc/edit?gid=1704598980#gid=1704598980,https://docs.google.com/spreadsheets/d/1zJrIOcXtzIRkaa34BDkxoVe9HY3stwFc/edit?gid=1704598980#gid=1704598980,https://docs.google.com/spreadsheets/d/1zJrIOcXtzIRkaa34BDkxoVe9HY3stwFc/edit?gid=1704598980#gid=1704598980,https://docs.google.com/spreadsheets/d/1zJrIOcXtzIRkaa34BDkxoVe9HY3stwFc/edit?gid=1704598980#gid=1704598980,https://docs.google.com/spreadsheets/d/1zJrIOcXtzIRkaa34BDkxoVe9HY3stwFc/edit?gid=1704598980#gid=1704598980,https://docs.google.com/spreadsheets/d/1zJrIOcXtzIRkaa34BDkxoVe9HY3stwFc/edit?gid=1704598980#gid=1704598980,https://docs.google.com/spreadsheets/d/1zJrIOcXtzIRkaa34BDkxoVe9HY3stwFc/edit?gid=1704598980#gid=1704598980,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,NA,https://docs.google.com/spreadsheets/d/1vGeTKW3MRDR5dXHM2IjM8ORz7HOyP5Le/edit#gid=532631346,https://docs.google.com/spreadsheets/d/1vGeTKW3MRDR5dXHM2IjM8ORz7HOyP5Le/edit#gid=532631346,https://docs.google.com/spreadsheets/d/1vGeTKW3MRDR5dXHM2IjM8ORz7HOyP5Le/edit#gid=532631346,https://docs.google.com/spreadsheets/d/1vGeTKW3MRDR5dXHM2IjM8ORz7HOyP5Le/edit#gid=532631346,https://docs.google.com/spreadsheets/d/1vGeTKW3MRDR5dXHM2IjM8ORz7HOyP5Le/edit#gid=532631346,https://docs.google.com/spreadsheets/d/1vGeTKW3MRDR5dXHM2IjM8ORz7HOyP5Le/edit#gid=532631346,https://docs.google.com/spreadsheets/d/1vGeTKW3MRDR5dXHM2IjM8ORz7HOyP5Le/edit#gid=532631346,https://docs.google.com/spreadsheets/d/1JIy6iVa6rzp9PXemJK9wI_P9A8F-B2vX/edit#gid=645608615,https://docs.google.com/spreadsheets/d/1JIy6iVa6rzp9PXemJK9wI_P9A8F-B2vX/edit#gid=645608615,https://docs.google.com/spreadsheets/d/1JIy6iVa6rzp9PXemJK9wI_P9A8F-B2vX/edit#gid=645608615,https://docs.google.com/spreadsheets/d/1JIy6iVa6rzp9PXemJK9wI_P9A8F-B2vX/edit#gid=645608615,https://docs.google.com/spreadsheets/d/1JIy6iVa6rzp9PXemJK9wI_P9A8F-B2vX/edit#gid=645608615,https://docs.google.com/spreadsheets/d/1JIy6iVa6rzp9PXemJK9wI_P9A8F-B2vX/edit#gid=645608615,https://docs.google.com/spreadsheets/d/1JIy6iVa6rzp9PXemJK9wI_P9A8F-B2vX/edit#gid=645608615,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,https://docs.google.com/spreadsheets/d/1PqsxnX8mewj8r_m0ww2z7v7rp_jUur9HWwYOX4rFtt0/edit#gid=0,https://docs.google.com/spreadsheets/d/1PqsxnX8mewj8r_m0ww2z7v7rp_jUur9HWwYOX4rFtt0/edit#gid=0,https://docs.google.com/spreadsheets/d/1PqsxnX8mewj8r_m0ww2z7v7rp_jUur9HWwYOX4rFtt0/edit#gid=0,https://docs.google.com/spreadsheets/d/1PqsxnX8mewj8r_m0ww2z7v7rp_jUur9HWwYOX4rFtt0/edit#gid=0,https://docs.google.com/spreadsheets/d/1PqsxnX8mewj8r_m0ww2z7v7rp_jUur9HWwYOX4rFtt0/edit#gid=0,https://docs.google.com/spreadsheets/d/1PqsxnX8mewj8r_m0ww2z7v7rp_jUur9HWwYOX4rFtt0/edit#gid=0,https://docs.google.com/spreadsheets/d/1PqsxnX8mewj8r_m0ww2z7v7rp_jUur9HWwYOX4rFtt0/edit#gid=0,https://docs.google.com/spreadsheets/d/1T8CYJ5ER7lHpWVzI5WerptKyxAjMKhjO0yL8rt4R_iE/edit#gid=0,https://docs.google.com/spreadsheets/d/1T8CYJ5ER7lHpWVzI5WerptKyxAjMKhjO0yL8rt4R_iE/edit#gid=0,https://docs.google.com/spreadsheets/d/1T8CYJ5ER7lHpWVzI5WerptKyxAjMKhjO0yL8rt4R_iE/edit#gid=0,https://docs.google.com/spreadsheets/d/1T8CYJ5ER7lHpWVzI5WerptKyxAjMKhjO0yL8rt4R_iE/edit#gid=0,https://docs.google.com/spreadsheets/d/1T8CYJ5ER7lHpWVzI5WerptKyxAjMKhjO0yL8rt4R_iE/edit#gid=0,https://docs.google.com/spreadsheets/d/1T8CYJ5ER7lHpWVzI5WerptKyxAjMKhjO0yL8rt4R_iE/edit#gid=0,https://docs.google.com/spreadsheets/d/1T8CYJ5ER7lHpWVzI5WerptKyxAjMKhjO0yL8rt4R_iE/edit#gid=0,https://docs.google.com/spreadsheets/d/1T8CYJ5ER7lHpWVzI5WerptKyxAjMKhjO0yL8rt4R_iE/edit#gid=0,https://docs.google.com/spreadsheets/d/1T8CYJ5ER7lHpWVzI5WerptKyxAjMKhjO0yL8rt4R_iE/edit#gid=0,https://docs.google.com/spreadsheets/d/1T8CYJ5ER7lHpWVzI5WerptKyxAjMKhjO0yL8rt4R_iE/edit#gid=0,https://docs.google.com/spreadsheets/d/1T8CYJ5ER7lHpWVzI5WerptKyxAjMKhjO0yL8rt4R_iE/edit#gid=0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905.9565217391304
Arkansas,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Femersoncollegepolling.com%2Fwp-content%2Fuploads%2F2023%2F10%2FECP_AR_10.16.23.xlsx&wdOrigin=BROWSELINK,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Femersoncollegepolling.com%2Fwp-content%2Fuploads%2F2023%2F10%2FECP_AR_10.16.23.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435
California,NA,NA,https://docs.google.com/spreadsheets/d/13NtnAI3zxCHwUmkpC7eGlG6J_keJmcDhYFDj_r4Hsyw/edit#gid=0,https://docs.google.com/spreadsheets/d/13NtnAI3zxCHwUmkpC7eGlG6J_keJmcDhYFDj_r4Hsyw/edit#gid=0,https://docs.google.com/spreadsheets/d/13NtnAI3zxCHwUmkpC7eGlG6J_keJmcDhYFDj_r4Hsyw/edit#gid=0,https://docs.google.com/spreadsheets/d/13NtnAI3zxCHwUmkpC7eGlG6J_keJmcDhYFDj_r4Hsyw/edit#gid=0,https://docs.google.com/spreadsheets/d/13NtnAI3zxCHwUmkpC7eGlG6J_keJmcDhYFDj_r4Hsyw/edit#gid=0,https://docs.google.com/spreadsheets/d/13NtnAI3zxCHwUmkpC7eGlG6J_keJmcDhYFDj_r4Hsyw/edit#gid=0,https://docs.google.com/spreadsheets/d/13NtnAI3zxCHwUmkpC7eGlG6J_keJmcDhYFDj_r4Hsyw/edit#gid=0,https://docs.google.com/spreadsheets/d/1imjVWzkaSpzj73n9Q4UacPKKVsSclObP8Aip_RcAvuE/edit#gid=1079379398,https://docs.google.com/spreadsheets/d/1imjVWzkaSpzj73n9Q4UacPKKVsSclObP8Aip_RcAvuE/edit#gid=1079379398,https://docs.google.com/spreadsheets/d/1imjVWzkaSpzj73n9Q4UacPKKVsSclObP8Aip_RcAvuE/edit#gid=1079379398,https://docs.google.com/spreadsheets/d/1imjVWzkaSpzj73n9Q4UacPKKVsSclObP8Aip_RcAvuE/edit#gid=1079379398,https://docs.google.com/spreadsheets/d/1imjVWzkaSpzj73n9Q4UacPKKVsSclObP8Aip_RcAvuE/edit#gid=1079379398,https://docs.google.com/spreadsheets/d/1imjVWzkaSpzj73n9Q4UacPKKVsSclObP8Aip_RcAvuE/edit#gid=1079379398,https://docs.google.com/spreadsheets/d/1imjVWzkaSpzj73n9Q4UacPKKVsSclObP8Aip_RcAvuE/edit#gid=1079379398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.5
Colorado,https://docs.google.com/spreadsheets/d/1HNSSlU2NhgCJs27Tdr-LlvFt6HbmoZ2U5U1VN6G26bE/edit#gid=1663145524,https://docs.google.com/spreadsheets/d/1HNSSlU2NhgCJs27Tdr-LlvFt6HbmoZ2U5U1VN6G26bE/edit#gid=1663145524,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Femersoncollegepolling.com%2Fwp-content%2Fuploads%2F2023%2F10%2FECP_CO_10.16.23.xlsx&wdOrigin=BROWSELINK,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Femersoncollegepolling.com%2Fwp-content%2Fuploads%2F2023%2F10%2FECP_CO_10.16.23.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1099.3333333333333
Connecticut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000
Florida,NA,NA,https://docs.google.com/spreadsheets/d/1ZNQetxgwq1A3oT_wwSgiBNl4TC5QkktFY8LDurqjJXQ/edit#gid=0,https://docs.google.com/spreadsheets/d/1ZNQetxgwq1A3oT_wwSgiBNl4TC5QkktFY8LDurqjJXQ/edit#gid=0,https://docs.google.com/spreadsheets/d/1ZNQetxgwq1A3oT_wwSgiBNl4TC5QkktFY8LDurqjJXQ/edit#gid=0,https://docs.google.com/spreadsheets/d/1ZNQetxgwq1A3oT_wwSgiBNl4TC5QkktFY8LDurqjJXQ/edit#gid=0,https://docs.google.com/spreadsheets/d/1ZNQetxgwq1A3oT_wwSgiBNl4TC5QkktFY8LDurqjJXQ/edit#gid=0,https://docs.google.com/spreadsheets/d/1ZNQetxgwq1A3oT_wwSgiBNl4TC5QkktFY8LDurqjJXQ/edit#gid=0,https://docs.google.com/spreadsheets/d/1ZNQetxgwq1A3oT_wwSgiBNl4TC5QkktFY8LDurqjJXQ/edit#gid=0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,992
